@AvroParserNonAvrofile,@DSV_TrimQuoteAfterInvalidRecord,@KStreamRecovTest4C,@KStreamRecovTest4B,@KStreamRecovTest4A,
@AvroParserNonAvrofile,@DSV_TrimQuoteAfterInvalidRecord,@KStreamRecovTest4C,@KStreamRecovTest4B,@KStreamRecovTest4A,
@AvroParserNonAvrofile,@DSV_TrimQuoteAfterInvalidRecord,@KStreamRecovTest4C,@KStreamRecovTest4B,@KStreamRecovTest4A,
@AvroParserNonAvrofile,@DSV_TrimQuoteAfterInvalidRecord,@KStreamRecovTest4C,@KStreamRecovTest4B,@KStreamRecovTest4A,
@AvroParserNonAvrofile,@DSV_TrimQuoteAfterInvalidRecord,@KStreamRecovTest4C,@KStreamRecovTest4B,@KStreamRecovTest4A,
@AvroParserNonAvrofile,@DSV_TrimQuoteAfterInvalidRecord,@KStreamRecovTest4C,@KStreamRecovTest4B,@KStreamRecovTest4A,
@AvroParserNonAvrofile,@DSV_TrimQuoteAfterInvalidRecord,@KStreamRecovTest4C,@KStreamRecovTest4B,@KStreamRecovTest4A,
@AvroParserNonAvrofile,@DSV_TrimQuoteAfterInvalidRecord,@KStreamRecovTest4C,@KStreamRecovTest4B,@KStreamRecovTest4A,
@AvroParserNonAvrofile,@DSV_TrimQuoteAfterInvalidRecord,@KStreamRecovTest4C,@KStreamRecovTest4B,@KStreamRecovTest4A,
@AvroParserNonAvrofile,@DSV_TrimQuoteAfterInvalidRecord,@KStreamRecovTest4C,@KStreamRecovTest4B,@KStreamRecovTest4A,
@AvroParserNonAvrofile,@DSV_TrimQuoteAfterInvalidRecord,@KStreamRecovTest4C,@KStreamRecovTest4B,@KStreamRecovTest4A,
@AvroParserNonAvrofile,@DSV_TrimQuoteAfterInvalidRecord,@KStreamRecovTest4C,@KStreamRecovTest4B,@KStreamRecovTest4A,
@AvroParserNonAvrofile,@DSV_TrimQuoteAfterInvalidRecord,@KStreamRecovTest4C,@KStreamRecovTest4B,@KStreamRecovTest4A,
@AvroParserNonAvrofile,@DSV_TrimQuoteAfterInvalidRecord,@KStreamRecovTest4C,@KStreamRecovTest4B,@KStreamRecovTest4A,
@AvroParserNonAvrofile,@DSV_TrimQuoteAfterInvalidRecord,@KStreamRecovTest4C,@KStreamRecovTest4B,@KStreamRecovTest4A,
@AvroParserNonAvrofile,@DSV_TrimQuoteAfterInvalidRecord,@KStreamRecovTest4C,@KStreamRecovTest4B,@KStreamRecovTest4A,
@AvroParserNonAvrofile,@DSV_TrimQuoteAfterInvalidRecord,@KStreamRecovTest4C,@KStreamRecovTest4B,@KStreamRecovTest4A,
@AvroParserNonAvrofile,@DSV_TrimQuoteAfterInvalidRecord,@KStreamRecovTest4C,@KStreamRecovTest4B,@KStreamRecovTest4A,
@AvroParserNonAvrofile,@DSV_TrimQuoteAfterInvalidRecord,@KStreamRecovTest4C,@KStreamRecovTest4B,@KStreamRecovTest4A,
@AvroParserNonAvrofile,@DSV_TrimQuoteAfterInvalidRecord,@KStreamRecovTest4C,@KStreamRecovTest4B,@KStreamRecovTest4A,
@AvroParserNonAvrofile,@DSV_TrimQuoteAfterInvalidRecord,@KStreamRecovTest4C,@KStreamRecovTest4B,@KStreamRecovTest4A,
@AvroParserNonAvrofile,@DSV_TrimQuoteAfterInvalidRecord,@KStreamRecovTest4C,@KStreamRecovTest4B,@KStreamRecovTest4A,
@AvroParserNonAvrofile,@DSV_TrimQuoteAfterInvalidRecord,@KStreamRecovTest4C,@KStreamRecovTest4B,@KStreamRecovTest4A,
@AvroParserNonAvrofile,@DSV_TrimQuoteAfterInvalidRecord,@KStreamRecovTest4C,@KStreamRecovTest4B,@KStreamRecovTest4A,
@AvroParserNonAvrofile,@DSV_TrimQuoteAfterInvalidRecord,@KStreamRecovTest4C,@KStreamRecovTest4B,@KStreamRecovTest4A,
@AvroParserNonAvrofile,@DSV_TrimQuoteAfterInvalidRecord,@KStreamRecovTest4C,@KStreamRecovTest4B,@KStreamRecovTest4A,
@AvroParserNonAvrofile,@DSV_TrimQuoteAfterInvalidRecord,@KStreamRecovTest4C,@KStreamRecovTest4B,@KStreamRecovTest4A,
@AvroParserNonAvrofile,@DSV_TrimQuoteAfterInvalidRecord,@KStreamRecovTest4C,@KStreamRecovTest4B,@KStreamRecovTest4A,
@AvroParserNonAvrofile,@DSV_TrimQuoteAfterInvalidRecord,@KStreamRecovTest4C,@KStreamRecovTest4B,@KStreamRecovTest4A,
@AvroParserNonAvrofile,@DSV_TrimQuoteAfterInvalidRecord,@KStreamRecovTest4C,@KStreamRecovTest4B,@KStreamRecovTest4A,
@AvroParserNonAvrofile,@DSV_TrimQuoteAfterInvalidRecord,@KStreamRecovTest4C,@KStreamRecovTest4B,@KStreamRecovTest4A,
